Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login Website,Chrome 131.0.0.0,,,09-12-2024 17:39:40,09-12-2024 17:44:51,"5m - 10,485s",PASSED
,,,,,,,
Test Cases/TC - LW 002/TC 001 Login berhasil,Chrome 131.0.0.0,,,09-12-2024 17:39:42,09-12-2024 17:41:12,"1m - 29,802s",PASSED
"callTestCase(findTestCase(""TC - OW 001/TC 001 Link website benar""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 17:39:44,09-12-2024 17:40:23,"39,086s",PASSED
"click(findTestObject(""Login/inputUsername""))",Chrome 131.0.0.0,,,09-12-2024 17:40:23,09-12-2024 17:40:26,"2,557s",PASSED
"setText(findTestObject(""Login/inputUsername""), ""admin"")",Chrome 131.0.0.0,,,09-12-2024 17:40:26,09-12-2024 17:40:31,"5,245s",PASSED
"click(findTestObject(""Login/inputPaasword""))",Chrome 131.0.0.0,,,09-12-2024 17:40:31,09-12-2024 17:40:37,"5,876s",PASSED
"setText(findTestObject(""Login/inputPaasword""), ""admin123"")",Chrome 131.0.0.0,,,09-12-2024 17:40:37,09-12-2024 17:40:48,"11,372s",PASSED
"click(findTestObject(""Login/buttonLogin""))",Chrome 131.0.0.0,,,09-12-2024 17:40:48,09-12-2024 17:40:55,"6,648s",PASSED
"verifyElementPresent(findTestObject(""Dashboard/textDashboard""), 0)",Chrome 131.0.0.0,,,09-12-2024 17:40:55,09-12-2024 17:41:11,"16,219s",PASSED
,,,,,,,
Test Cases/TC - LW 002/TC 002 Login gagal username salah,Chrome 131.0.0.0,,,09-12-2024 17:41:13,09-12-2024 17:42:08,"55,270s",PASSED
"callTestCase(findTestCase(""TC - OW 001/TC 001 Link website benar""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 17:41:18,09-12-2024 17:41:44,"25,934s",PASSED
"click(findTestObject(""Login/inputUsername""))",Chrome 131.0.0.0,,,09-12-2024 17:41:44,09-12-2024 17:41:49,"4,211s",PASSED
"setText(findTestObject(""Login/inputUsername""), ""adm"")",Chrome 131.0.0.0,,,09-12-2024 17:41:49,09-12-2024 17:41:52,"3,477s",PASSED
"click(findTestObject(""Login/inputPaasword""))",Chrome 131.0.0.0,,,09-12-2024 17:41:52,09-12-2024 17:41:56,"3,734s",PASSED
"setText(findTestObject(""Login/inputPaasword""), ""admin123"")",Chrome 131.0.0.0,,,09-12-2024 17:41:56,09-12-2024 17:41:58,"2,070s",PASSED
"click(findTestObject(""Login/buttonLogin""))",Chrome 131.0.0.0,,,09-12-2024 17:41:58,09-12-2024 17:42:04,"6,239s",PASSED
"verifyElementPresent(findTestObject(""Login/textInvalidcredentials""), 0)",Chrome 131.0.0.0,,,09-12-2024 17:42:04,09-12-2024 17:42:05,"0,955s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 17:42:05,09-12-2024 17:42:07,"2,222s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,09-12-2024 17:42:07,09-12-2024 17:42:08,"0,547s",PASSED
,,,,,,,
Test Cases/TC - LW 002/TC 003 Login gagal password salah,Chrome 131.0.0.0,,,09-12-2024 17:42:08,09-12-2024 17:42:34,"26,330s",PASSED
"callTestCase(findTestCase(""TC - OW 001/TC 001 Link website benar""), [:], STOP_ON_FAILURE)",Chrome 131.0.0.0,,,09-12-2024 17:42:08,09-12-2024 17:42:22,"14,177s",PASSED
"click(findTestObject(""Login/inputUsername""))",Chrome 131.0.0.0,,,09-12-2024 17:42:22,09-12-2024 17:42:23,"0,883s",PASSED
"setText(findTestObject(""Login/inputUsername""), ""admin"")",Chrome 131.0.0.0,,,09-12-2024 17:42:23,09-12-2024 17:42:24,"1,001s",PASSED
"click(findTestObject(""Login/inputPaasword""))",Chrome 131.0.0.0,,,09-12-2024 17:42:24,09-12-2024 17:42:25,"0,930s",PASSED
"setText(findTestObject(""Login/inputPaasword""), ""admin"")",Chrome 131.0.0.0,,,09-12-2024 17:42:25,09-12-2024 17:42:26,"1,118s",PASSED
"click(findTestObject(""Login/buttonLogin""))",Chrome 131.0.0.0,,,09-12-2024 17:42:26,09-12-2024 17:42:29,"2,802s",PASSED
"verifyElementPresent(findTestObject(""Login/textInvalidcredentials""), 0)",Chrome 131.0.0.0,,,09-12-2024 17:42:29,09-12-2024 17:42:30,"0,994s",PASSED
delay(2),Chrome 131.0.0.0,,,09-12-2024 17:42:30,09-12-2024 17:42:32,"2,056s",PASSED
closeBrowser(),Chrome 131.0.0.0,,,09-12-2024 17:42:32,09-12-2024 17:42:34,"2,142s",PASSED
,,,,,,,
Test Cases/TC - LW 002/TC 004 Username kosong,Chrome 131.0.0.0,,,09-12-2024 17:42:34,09-12-2024 17:43:07,"32,196s",PASSED
